id,menu
1701446020-865,mie iblis lv 1
1701446020-865,udang keju
1701446020-865,udang rambutan
1701446020-866,mie setan lv 8
1701446020-866,mie setan lv 3
1701446020-867,mie setan lv 4
1701446020-867,udang keju
1701446020-867,lumpia udang
1701446020-867,thai tea ori
1701446020-868,mie iblis lv 1
1701446020-868,mie setan lv 1
1701446020-868,es tuyul
1701446020-869,udang rambutan
1701446020-869,mie iblis lv 2
1701446020-869,mie iblis lv 1
1701446020-869,mie iblis lv 0
1701446020-870,mie iblis lv 1
1701446020-870,mie iblis lv 4
1701446020-870,udang rambutan
1701446020-870,lumpia udang
1701446020-871,mie setan lv 8
1701446020-871,udang keju
1701446020-871,lemon tea
1701446020-872,mie iblis lv 8
1701446020-872,mie setan lv 8
1701446020-872,mie iblis lv 4
1701446020-873,mie iblis lv 3
1701446020-874,mie setan lv 8
1701446020-874,udang keju
1701446020-875,mie iblis lv 2
1701446020-875,siomay
1701446020-875,thai tea ori
1701446020-876,mie angel
1701446020-876,es coklat
1701446020-877,mie setan lv 1
1701446020-878,mie iblis lv 2
1701446020-878,mie iblis lv 3
1701446020-879,mie iblis lv 1
1701446020-879,udang rambutan
1701446020-880,mie iblis lv 6
1701446020-880,mie iblis lv 4
1701446020-880,udang keju
1701446020-880,es sundel bolong
1701446020-881,mie setan lv 1
1701446020-881,mie iblis lv 1
1701446020-881,mie iblis lv 4
1701446020-881,teh tarik
1701446020-882,mie iblis lv 2
1701446020-882,siomay
1701446020-882,teh
1701446020-883,udang rambutan
1701446020-883,lumpia udang
1701446020-883,pangsit
1701446020-883,mie iblis lv 3
1701446020-883,mie iblis lv 1
1701446020-884,mie iblis lv 0
1701446020-884,udang rambutan
1701446020-884,pangsit
1701446020-885,mie iblis lv 1
1701446020-885,udang rambutan
1701446020-885,udang keju
1701446020-886,mie iblis lv 2
1701446020-886,teh tarik
1701446020-886,thai green tea
1701446020-887,mie angel
1701446020-887,mie iblis lv 1
1701446020-888,mie iblis lv 1
1701446020-888,udang keju
1701446020-888,udang rambutan
1701446020-888,es genderuwo
1701446020-889,udang keju
1701446020-890,mie iblis lv 0
1701446020-890,lumpia udang
1701446020-890,es coklat
1701446020-891,mie iblis lv 3
1701446020-891,siomay
1701446020-891,udang keju
1701446020-891,teh
1701446020-892,mie setan lv 1
1701446020-892,mie setan lv 2
1701446020-892,mie setan lv 3
1701446020-892,mie iblis lv 0
1701446020-893,udang keju
1701446020-894,lumpia udang
1701446020-894,udang keju
1701446020-895,mie iblis lv 2
1701446020-895,udang rambutan
1701446020-895,udang keju
1701446020-895,es genderuwo
1701446020-895,mie angel
1701446020-896,mie iblis lv 4
1701446020-896,pangsit
1701446020-897,mie iblis lv 0
1701446020-897,mie iblis lv 1
1701446020-897,udang keju
1701446020-897,mie iblis lv 2
1701446020-897,lumpia udang
1701446020-898,mie iblis lv 4
1701446020-899,mie iblis lv 1
1701446020-899,mie setan lv 3
1701446020-899,mie setan lv 4
1701446020-899,pangsit
1701446020-900,mie angel
1701446020-900,siomay
1701446020-900,lumpia udang
1701446020-901,mie iblis lv 1
1701446020-901,mie iblis lv 3
1701446020-901,milo
1701446020-901,teh tarik
1701446020-902,mie iblis lv 1
1701446020-902,lumpia udang
1701446020-902,mie angel
1701446020-902,udang keju
1701446020-903,mie iblis lv 0
1701446020-903,mie iblis lv 1
1701446020-903,udang rambutan
1701446020-904,mie angel
1701446020-904,mie setan lv 4
1701446020-904,mie iblis lv 1
1701446020-904,siomay
1701446020-905,mie iblis lv 1
1701446020-905,siomay
1701446020-905,udang keju
1701446020-906,mie iblis lv 3
1701446020-906,udang keju
1701446020-906,lumpia udang
1701446020-906,mie iblis lv 1
1701446020-906,siomay
1701446020-907,mie iblis lv 0
1701446020-907,mie iblis lv 2
1701446020-908,mie iblis lv 2
1701446020-908,mie iblis lv 4
1701446020-908,mie iblis lv 0
1701446020-909,mie angel
1701446020-909,mie iblis lv 1
1701446020-909,udang keju
1701446020-910,mie iblis lv 1
1701446020-910,lumpia udang
1701446020-910,mie iblis lv 0
1701446020-911,mie iblis lv 8
1701446020-911,udang rambutan
1701446020-911,udang keju
1701446020-911,lumpia udang
1701446020-911,pangsit
1701446020-912,mie iblis lv 1
1701446020-912,udang rambutan
1701446020-912,es tuyul
1701446020-913,mie iblis lv 2
1701446020-913,es tuyul
1701446020-914,mie iblis lv 1
1701446020-914,udang keju
1701446020-915,mie iblis lv 2
1701446020-915,udang keju
1701446020-915,teh tarik
1701446020-915,lumpia udang
1701446020-916,mie iblis lv 1
1701446020-916,mie iblis lv 3
1701446020-917,mie iblis lv 1
1701446020-918,mie iblis lv 0
1701446020-918,mie iblis lv 1
1701446020-918,mie setan lv 1
1701446020-919,mie iblis lv 1
1701446020-919,udang keju
1701446020-919,udang rambutan
1701446020-919,es genderuwo
1701446020-919,es tuyul
1701446020-920,mie iblis lv 1
1701446020-920,mie iblis lv 2
1701446020-920,mie iblis lv 3
1701446020-920,udang keju
1701446020-921,mie iblis lv 1
1701446020-922,mie iblis lv 1
1701446020-922,siomay
1701446020-923,mie angel
1701446020-923,mie iblis lv 4
1701446020-924,mie setan lv 3
1701446020-924,mie angel
1701446020-924,mie iblis lv 4
1701446020-924,mie setan lv 4
1701446020-925,udang keju
1701446020-925,siomay
1701446020-925,lumpia udang
1701446020-926,mie iblis lv 0
1701446020-926,mie iblis lv 1
1701446020-926,udang rambutan
1701446020-927,mie iblis lv 6
1701446020-928,mie iblis lv 3
1701446020-928,mie iblis lv 2
1701446020-928,udang keju
1701446020-928,udang rambutan
1701446020-929,mie iblis lv 4
1701446020-929,mie iblis lv 3
1701446020-929,udang keju
1701446020-930,mie setan lv 1
1701446020-930,mie iblis lv 3
1701446020-930,siomay
1701446020-930,mie iblis lv 6
1701446020-931,mie iblis lv 0
1701446020-931,siomay
1701446020-931,udang keju
1701446020-931,air mineral
1701446020-932,mie iblis lv 4
1701446020-932,mie iblis lv 0
1701446020-932,pangsit
1701446020-932,mie angel
1701446020-932,mie iblis lv 2
1701446020-933,mie iblis lv 4
1701446020-933,udang keju
1701446020-934,mie setan lv 1
1701446020-934,mie iblis lv 0
1701446020-934,udang rambutan
1701446020-934,lumpia udang
1701446020-935,pangsit
1701446020-935,mie iblis lv 3
1701446020-935,mie iblis lv 1
1701446020-936,mie iblis lv 2
1701446020-936,mie setan lv 3
1701446020-937,mie setan lv 4
1701446020-937,udang rambutan
1701446020-937,pangsit
1701446020-938,mie setan lv 1
1701446020-938,udang keju
1701446020-939,mie iblis lv 8
1701446020-939,lumpia udang
1701446020-939,udang keju
1701446020-939,udang rambutan
1701446020-940,mie setan lv 1
1701446020-940,es sundel bolong
1701446020-941,lemon tea
1701446020-941,udang keju
1701446020-942,mie angel
1701446020-942,es sundel bolong
1701446020-942,pangsit
1701446020-942,milo
1701446020-943,mie iblis lv 0
1701446020-943,mie iblis lv 1
1701446020-943,es tuyul
1701446020-943,lumpia udang
1701446020-944,mie setan lv 3
1701446020-944,mie setan lv 1
1701446020-944,mie setan lv 2
1701446020-945,mie setan lv 1
1701446020-946,mie setan lv 3
1701446020-946,mie setan lv 2
1701446020-946,es genderuwo
1701446020-947,mie setan lv 1
1701446020-948,mie iblis lv 0
1701446020-948,mie iblis lv 1
1701446020-948,udang rambutan
1701446020-949,orange
1701446020-949,mie setan lv 4
1701446020-949,mie iblis lv 2
1701446020-950,mie iblis lv 1
1701446020-950,udang keju
1701446020-951,mie iblis lv 1
1701446020-951,udang keju
1701446020-951,milo
1701446020-951,teh
1701446020-952,mie setan lv 8
1701446020-952,udang rambutan
1701446020-953,mie setan lv 4
1701446020-953,lumpia udang
1701446020-953,teh tarik
1701446020-954,mie iblis lv 2
1701446020-954,udang rambutan
1701446020-954,mie iblis lv 1
1701446020-955,mie setan lv 3
1701446020-955,udang keju
1701446020-955,lemon tea
1701446020-956,mie iblis lv 4
1701446020-956,udang keju
1701446020-957,mie angel
1701446020-957,mie iblis lv 2
1701446020-958,mie iblis lv 1
1701446020-958,mie iblis lv 8
1701446020-959,mie iblis lv 4
1701446020-959,udang rambutan
1701446020-959,pangsit
1701446020-960,mie setan lv 1
1701446020-961,mie iblis lv 1
1701446020-961,udang keju
1701446020-961,es genderuwo
1701446020-961,siomay
1701446020-962,mie iblis lv 4
1701446020-963,mie iblis lv 1
1701446020-963,udang keju
1701446020-963,udang rambutan
1701446020-964,mie iblis lv 2
1701446020-964,mie iblis lv 3
1701446020-964,mie iblis lv 1
1701446020-965,mie iblis lv 1
1701446020-965,siomay
1701446020-965,udang rambutan
1701446020-965,udang keju
1701446020-965,mie iblis lv 0
1701446020-966,mie setan lv 1
1701446020-966,udang rambutan
1701446020-967,mie iblis lv 2
1701446020-967,udang rambutan
1701446020-967,udang keju
1701446020-968,mie angel
1701446020-968,lumpia udang
1701446020-969,mie iblis lv 2
1701446020-969,mie iblis lv 0
1701446020-969,udang rambutan
1701446020-969,udang keju
1701446020-969,mie setan lv 2
1701446020-969,mie iblis lv 1
1701446020-969,mie iblis lv 3
1701446020-969,mie setan lv 1
1701446020-970,siomay
1701446020-970,udang keju
1701446020-970,udang rambutan
1701446020-971,mie iblis lv 1
1701446020-971,udang rambutan
1701446020-972,mie iblis lv 2
1701446020-972,lumpia udang
1701446020-972,udang keju
1701446020-972,es tuyul
1701446020-972,es sundel bolong
1701446020-973,thai tea ori
1701446020-973,teh tarik
1701446020-973,udang keju
1701446020-973,siomay
1701446020-973,mie iblis lv 1
1701446020-973,mie iblis lv 2
1701446020-974,mie angel
1701446020-975,mie iblis lv 4
1701446020-976,lumpia udang
1701446020-976,udang keju
1701446020-976,mie setan lv 1
1701446020-976,mie iblis lv 1
1701446020-976,mie angel
1701446020-977,mie angel
1701446020-978,mie setan lv 2
1701446020-979,mie setan lv 1
1701446020-980,mie iblis lv 2
1701446020-980,mie iblis lv 1
1701446020-980,mie setan lv 2
1701446020-980,thai tea ori
1701446020-980,orange
1701446020-981,mie iblis lv 1
1701446020-981,siomay
1701446020-981,udang rambutan
1701446020-982,mie angel
1701446020-982,mie setan lv 1
1701446020-983,mie iblis lv 4
1701446020-983,mie setan lv 3
1701446020-983,mie angel
1701446020-984,mie iblis lv 8
1701446020-984,udang keju
1701446020-984,udang rambutan
1701446020-984,lumpia udang
1701446020-985,mie iblis lv 2
1701446020-986,mie iblis lv 1
1701446020-986,udang rambutan
1701446020-986,udang keju
1701446020-986,mie angel
1701446020-987,mie iblis lv 1
1701446020-987,mie iblis lv 2
1701446020-988,mie setan lv 3
1701446020-988,siomay
1701446020-988,udang keju
1701446020-988,lumpia udang
1701446020-989,mie iblis lv 1
1701446020-989,mie iblis lv 2
1701446020-989,siomay
1701446020-989,udang keju
1701446020-989,lumpia udang
1701446020-990,mie angel
1701446020-990,mie iblis lv 1
1701446020-990,mie iblis lv 2
1701446020-990,mie iblis lv 3
1701446020-991,mie angel
1701446020-991,mie setan lv 1
1701446020-991,mie iblis lv 3
1701446020-992,mie iblis lv 2
1701446020-992,udang rambutan
1701446020-992,udang keju
1701446020-992,lemon tea
1701446020-993,mie iblis lv 4
1701446020-994,mie iblis lv 1
1701446020-994,udang keju
1701446020-994,mie iblis lv 3
1701446020-994,mie iblis lv 0
1701446020-995,mie iblis lv 1
1701446020-995,mie iblis lv 2
1701446020-995,mie iblis lv 4
1701446020-995,udang rambutan
1701446020-995,udang keju
1701446020-996,mie setan lv 3
1701446020-996,siomay
1701446020-996,udang keju
1701446020-996,es tuyul
1701446020-997,mie setan lv 3
1701446020-997,mie iblis lv 4
1701446020-997,lumpia udang
1701446020-997,mie setan lv 1
1701446020-998,mie iblis lv 1
1701446020-998,mie iblis lv 2
1701446020-998,udang rambutan
1701446020-999,udang rambutan
1701446020-999,lumpia udang
1701446020-999,mie angel
1701446020-1000,mie setan lv 2
1701446020-1000,mie setan lv 3
1701446020-1000,mie iblis lv 2
1701446020-1000,mie iblis lv 3
1701446020-1000,mie angel
1701446020-1001,mie iblis lv 2
1701446020-1001,udang keju
1701446020-1001,udang rambutan
1701446020-1001,siomay
1701446020-1001,lumpia udang
1701446020-1001,mie iblis lv 1
1701446020-1002,mie iblis lv 1
1701446020-1002,udang keju
1701446020-1003,mie iblis lv 0
1701446020-1003,mie iblis lv 2
1701446020-1003,udang keju
1701446020-1003,pangsit
1701446020-1004,mie setan lv 4
1701446020-1004,es genderuwo
1701446020-1004,mie setan lv 1
1701446020-1005,mie iblis lv 1
1701446020-1005,mie iblis lv 0
1701446020-1005,es genderuwo
1701446020-1005,mie iblis lv 2
1701446020-1006,mie angel
1701446020-1006,teh
1701446020-1007,mie iblis lv 4
1701446020-1007,mie iblis lv 6
1701446020-1007,udang rambutan
1701446020-1007,udang keju
1701446020-1007,mie iblis lv 0
1701446020-1008,mie iblis lv 3
1701446020-1008,mie setan lv 8
1701446020-1008,pangsit
1701446020-1009,udang keju
1701446020-1009,mie iblis lv 2
1701446020-1009,mie iblis lv 4
1701446020-1009,pangsit
1701446020-1010,mie iblis lv 0
1701446020-1011,mie iblis lv 1
1701446020-1011,siomay
1701446020-1011,lumpia udang
1701446020-1012,mie setan lv 1
1701446020-1012,siomay
1701446020-1013,mie iblis lv 0
1701446020-1013,mie iblis lv 1
1701446020-1013,es coklat
1701446020-1014,mie iblis lv 0
1701446020-1014,mie iblis lv 2
1701446020-1014,lumpia udang
1701446020-1014,es genderuwo
1701446020-1014,udang rambutan
1701446020-1015,mie iblis lv 0
1701446020-1015,pangsit
1701446020-1015,teh
1701446020-1016,mie angel
1701446020-1016,mie iblis lv 0
1701446020-1016,mie setan lv 2
1701446020-1016,mie iblis lv 1
1701446020-1016,mie iblis lv 2
1701446020-1016,mie iblis lv 4
1701446020-1016,udang keju
1701446020-1016,udang rambutan
1701446020-1017,mie iblis lv 3
1701446020-1017,udang rambutan
1701446020-1017,udang keju
1701446020-1017,siomay
1701446020-1017,lemon tea
1701446020-1018,mie setan lv 1
1701446020-1018,mie angel
1701446020-1019,mie iblis lv 2
1701446020-1019,mie angel
1701446020-1020,mie angel
1701446020-1020,mie setan lv 1
1701446020-1021,es tuyul
1701446020-1021,udang keju
1701446020-1021,mie setan lv 6
1701446020-1021,mie iblis lv 3
1701446020-1022,mie iblis lv 2
1701446020-1022,es tuyul
1701446020-1023,mie setan lv 1
1701446020-1023,mie iblis lv 1
1701446020-1023,mie iblis lv 3
1701446020-1023,es genderuwo
1701446020-1023,siomay
1701446020-1023,udang rambutan
1701446020-1024,mie setan lv 6
1701446020-1025,mie iblis lv 1
1701446020-1025,mie iblis lv 2
1701446020-1025,udang keju
1701446020-1025,udang rambutan
1701446020-1026,mie setan lv 6
1701446020-1026,es pocong
1701446020-1026,mie iblis lv 3
1701446020-1027,mie iblis lv 3
1701446020-1027,siomay
1701446020-1027,udang rambutan
1701446020-1028,mie iblis lv 3
1701446020-1028,udang keju
1701446020-1029,mie iblis lv 2
1701446020-1029,udang rambutan
1701446020-1029,mie iblis lv 1
1701446020-1029,udang keju
1701446020-1030,mie iblis lv 0
1701446020-1030,mie iblis lv 1
1701446020-1030,siomay
1701446020-1030,udang keju
1701446020-1031,mie iblis lv 2
1701446020-1031,siomay
1701446020-1031,pangsit
1701446020-1031,ceker ayam
1701446020-1031,es tuyul
1701446020-1032,mie iblis lv 1
1701446020-1032,udang rambutan
1701446020-1033,mie iblis lv 1
1701446020-1033,udang rambutan
1701446020-1033,udang keju
1701446020-1034,mie setan lv 2
1701446020-1034,mie setan lv 3
1701446020-1035,mie angel
1701446020-1036,orange
1701446020-1036,mie iblis lv 1
1701446020-1036,lemon tea
1701446020-1036,udang keju
1701446020-1037,mie setan lv 2
1701446020-1037,mie setan lv 1
1701446020-1037,udang keju
1701446020-1038,mie iblis lv 2
1701446020-1039,mie iblis lv 3
1701446020-1039,mie setan lv 1
1701446020-1039,mie angel
1701446020-1039,mie setan lv 4
1701446020-1039,siomay
1701446020-1039,udang rambutan
1701446020-1040,mie iblis lv 1
1701446020-1040,mie iblis lv 0
1701446020-1041,mie iblis lv 1
1701446020-1041,mie iblis lv 0
1701446020-1042,mie iblis lv 1
1701446020-1042,mie iblis lv 2
1701446020-1042,udang rambutan
1701446020-1042,udang keju
1701446020-1043,mie angel
1701446020-1043,mie iblis lv 4
1701446020-1043,mie iblis lv 0
1701446020-1044,udang keju
1701446020-1045,mie setan lv 2
1701446020-1045,thai green tea
1701446020-1046,mie iblis lv 8
1701446020-1046,mie iblis lv 2
1701446020-1046,mie iblis lv 0
1701446020-1046,udang keju
1701446020-1047,mie angel
1701446020-1047,mie iblis lv 2
1701446020-1047,mie iblis lv 3
1701446020-1047,pangsit
1701446020-1047,udang keju
1701446020-1047,siomay
1701446020-1048,mie setan lv 2
1701446020-1048,thai green tea
1701446020-1049,mie iblis lv 1
1701446020-1049,udang keju
1701446020-1050,mie iblis lv 4
1701446020-1050,pangsit
1701446020-1050,udang rambutan
1701446020-1051,mie setan lv 1
1701446020-1051,siomay
1701446020-1051,udang rambutan
1701446020-1051,udang keju
1701446020-1052,mie setan lv 1
1701446020-1052,mie iblis lv 0
1701446020-1052,mie iblis lv 6
1701446020-1052,mie iblis lv 3
1701446020-1052,udang rambutan
1701446020-1053,mie angel
1701446020-1053,es sundel bolong
1701446020-1054,mie iblis lv 2
1701446020-1054,mie iblis lv 1
1701446020-1054,udang keju
1701446020-1054,pangsit
1701446020-1054,es genderuwo
1701446020-1054,lemon tea
1701446020-1055,mie iblis lv 4
1701446020-1055,siomay
1701446020-1055,udang keju
1701446020-1055,udang rambutan
1701446020-1056,mie setan lv 6
1701446020-1057,mie iblis lv 1
1701446020-1057,mie iblis lv 0
1701446020-1057,mie angel
1701446020-1057,mie setan lv 2
1701446020-1058,mie iblis lv 8
1701446020-1059,mie iblis lv 1
1701446020-1059,pangsit
1701446020-1059,siomay
1701446020-1059,es tuyul
1701446020-1060,mie iblis lv 4
1701446020-1060,udang rambutan
1701446020-1060,siomay
1701446020-1060,teh
1701446020-1060,mie setan lv 6
1701446020-1061,udang rambutan
1701446020-1061,mie iblis lv 3
1701446020-1062,mie setan lv 3
1701446020-1062,udang rambutan
1701446020-1062,mie setan lv 1
1701446020-1063,mie angel
1701446020-1063,mie iblis lv 1
1701446020-1063,udang rambutan
1701446020-1063,siomay
1701446020-1063,udang keju
1701446020-1063,es genderuwo
1701446020-1064,mie iblis lv 0
1701446020-1064,mie iblis lv 1
1701446020-1065,mie setan lv 3
1701446020-1065,mie iblis lv 1
1701446020-1065,mie setan lv 4
1701446020-1065,udang rambutan
1701446020-1065,mie iblis lv 2
1701446020-1066,mie iblis lv 0
1701446020-1066,pangsit
1701446020-1066,mie angel
1701446020-1067,mie setan lv 6
1701446020-1067,mie iblis lv 6
1701446020-1068,mie setan lv 6
1701446020-1068,mie iblis lv 6
1701446020-1068,mie iblis lv 1
1701446020-1069,mie iblis lv 4
1701446020-1069,es genderuwo
1701446020-1070,udang keju
1701446020-1070,udang rambutan
1701446020-1071,pangsit
1701446020-1071,udang keju
1701446020-1071,udang rambutan
1701446020-1071,mie iblis lv 1
1701446020-1072,mie iblis lv 3
1701446020-1072,udang keju
1701446020-1072,orange
1701446020-1073,udang keju
1701446020-1073,mie angel
1701446020-1073,mie setan lv 1
1701446020-1074,mie iblis lv 0
1701446020-1074,mie iblis lv 2
1701446020-1074,mie iblis lv 3
1701446020-1075,mie iblis lv 4
1701446020-1075,udang rambutan
1701446020-1076,mie angel
1701446020-1077,mie iblis lv 0
1701446020-1077,mie iblis lv 1
